,Target,Close 1,Close 2,Close 3,Close 4,Close 5
61,56.75199890136719,55.77000045776367,55.56999969482422,55.81399917602539,55.00199890136719,56.89799880981445
180,68.80000305175781,67.74600219726561,66.25599670410156,70.10199737548828,70.27999877929689,69.63200378417969
445,66.07399749755861,66.60600280761719,67.23999786376953,66.9739990234375,65.98799896240234,66.25800323486328
156,50.44599914550781,51.3759994506836,52.56000137329102,50.11199951171875,52.38999938964844,56.36600112915039
621,377.4179992675781,367.12799072265625,330.1419982910156,324.20001220703125,310.9519958496094,274.87799072265625
641,441.760009765625,449.760009765625,419.6199951171875,372.7200012207031,371.3399963378906,366.2799987792969
554,158.19200134277344,161.8820037841797,162.25799560546875,163.88400268554688,156.00799560546875,156.51600646972656
659,442.2999877929688,434.0,425.9200134277344,425.2999877929688,413.9800109863281,425.67999267578125
518,86.85800170898438,85.50599670410156,85.52799987792969,72.24400329589844,86.04000091552734,89.01399993896484
564,161.16200256347656,164.04600524902344,163.7740020751953,163.37600708007812,165.52000427246094,163.11199951171875
115,69.52799987792969,71.28199768066406,71.0979995727539,70.48999786376953,74.06800079345703,75.91400146484375
567,176.31199645996094,179.6199951171875,167.0,161.16200256347656,164.04600524902344,163.7740020751953
26,57.93199920654297,59.86000061035156,61.14400100708008,57.38800048828125,53.50600051879883,50.49599838256836
447,67.90599822998047,67.17800140380861,66.07399749755861,66.60600280761719,67.23999786376953,66.9739990234375
126,61.00199890136719,62.37200164794922,63.85400009155274,64.56400299072266,64.01999664306639,64.3280029296875
301,45.4020004272461,47.90399932861328,48.39599990844727,48.96799850463867,49.4119987487793,51.06800079345703
423,63.49399948120117,62.6619987487793,62.98400115966797,63.00199890136719,63.24399948120117,65.54199981689453
176,70.27999877929689,69.63200378417969,68.21199798583984,68.27999877929689,69.28199768066406,68.85600280761719
615,283.7139892578125,290.5419921875,297.9159851074219,297.0039978027344,297.3999938964844,297.0
443,67.23999786376953,66.9739990234375,65.98799896240234,66.25800323486328,65.78399658203125,67.26799774169922
198,73.31999969482422,73.35199737548828,73.02999877929688,71.59400177001953,72.61199951171875,71.94000244140625
519,101.0,86.85800170898438,85.50599670410156,85.52799987792969,72.24400329589844,86.04000091552734
278,54.46200180053711,54.63999938964844,54.99200057983398,53.55599975585938,58.36199951171875,57.17599868774414
137,59.040000915527344,57.89199829101562,58.10800170898438,55.88800048828125,57.099998474121094,52.64799880981445
89,63.70199966430664,61.77999877929688,61.83200073242188,62.17200088500977,67.01399993896484,68.58999633789061
444,66.60600280761719,67.23999786376953,66.9739990234375,65.98799896240234,66.25800323486328,65.78399658203125
110,75.91400146484375,68.39800262451172,69.63400268554689,69.90799713134766,60.16799926757813,59.62799835205078
580,200.17999267578125,200.79200744628903,198.3580017089844,196.42599487304688,198.17999267578125,187.05599975585938
77,72.44400024414062,70.51000213623047,74.16600036621094,71.63400268554688,71.54399871826172,68.95600128173828
304,45.66600036621094,46.38999938964844,46.46200180053711,45.4020004272461,47.90399932861328,48.39599990844727
723,854.4099731445312,849.4400024414062,811.1900024414062,880.02001953125,816.0399780273438,755.97998046875
96,64.76999664306639,64.53800201416016,62.02000045776367,63.77399826049805,63.34199905395508,63.79199981689453
