,Abertura,Alvo
0,38.849998474121094,37.27000045776367
1,36.74599838256836,37.667999267578125
2,37.65599822998047,39.14799880981445
3,39.599998474121094,40.20800018310547
4,39.5359992980957,41.05799865722656
5,40.70000076293945,40.52000045776367
6,40.90399932861328,41.74399948120117
7,42.0,41.0359992980957
8,41.58599853515625,41.5
9,42.529998779296875,43.029998779296875
10,42.854000091552734,43.667999267578125
11,43.599998474121094,44.38600158691406
12,44.29399871826172,45.2760009765625
13,45.81999969482422,46.54800033569336
14,47.06800079345703,47.66400146484375
15,47.44200134277344,46.847999572753906
16,46.4739990234375,44.51599884033203
17,43.15599822998047,45.54999923706055
18,46.321998596191406,46.051998138427734
19,45.97800064086914,46.0260009765625
20,47.018001556396484,45.37799835205078
21,45.86800003051758,45.95399856567383
22,48.965999603271484,47.518001556396484
23,49.82400131225586,49.39799880981445
24,48.099998474121094,51.09400177001953
25,50.79399871826172,53.08399963378906
26,53.290000915527344,51.439998626708984
27,52.099998474121094,50.013999938964844
28,50.20000076293945,49.98400115966797
29,49.900001525878906,49.56399917602539
30,49.70199966430664,50.90599822998047
31,50.599998474121094,50.37200164794922
32,50.262001037597656,50.902000427246094
33,50.44599914550781,50.7760009765625
34,50.624000549316406,49.4739990234375
35,49.25199890136719,49.99399948120117
36,49.79800033569336,49.65800094604492
37,49.77799987792969,50.75
38,50.60200119018555,50.36399841308594
39,50.40999984741211,50.74800109863281
40,50.54999923706055,50.29399871826172
41,49.970001220703125,49.54199981689453
42,49.62799835205078,48.152000427246094
43,48.29999923706055,48.36000061035156
44,47.47200012207031,46.4640007019043
45,46.05799865722656,44.512001037597656
46,45.69200134277344,42.305999755859375
47,42.17399978637695,42.986000061035156
48,43.14400100708008,41.784000396728516
49,41.5099983215332,41.737998962402344
50,41.518001556396484,41.79199981689453
51,42.28799819946289,41.45600128173828
52,41.555999755859375,41.52199935913086
53,41.630001068115234,41.65800094604492
54,41.810001373291016,40.93199920654297
55,41.83000183105469,42.23400115966797
56,42.7239990234375,43.04199981689453
57,43.39799880981445,44.055999755859375
58,43.9739990234375,43.24399948120117
59,43.31999969482422,43.582000732421875
60,43.582000732421875,43.91600036621094
61,44.099998474121094,45.02399826049805
62,44.99800109863281,44.608001708984375
63,44.608001708984375,44.645999908447266
64,44.29600143432617,43.9119987487793
65,43.917999267578125,43.79199981689453
66,44.0,43.79800033569336
67,43.599998474121094,44.13600158691406
68,44.448001861572266,46.46799850463867
69,46.7599983215332,47.104000091552734
70,46.99599838256836,45.87200164794922
71,45.47800064086914,43.757999420166016
72,43.900001525878906,43.57400131225586
73,43.7760009765625,42.992000579833984
74,43.38999938964844,43.540000915527344
75,43.48400115966797,43.58599853515625
76,43.5620002746582,43.09400177001953
77,43.900001525878906,43.939998626708984
78,44.13600158691406,43.922000885009766
79,39.89400100708008,39.332000732421875
80,39.13800048828125,39.279998779296875
81,38.0099983215332,38.630001068115234
82,38.172000885009766,39.709999084472656
83,40.37799835205078,40.358001708984375
84,41.0260009765625,42.03799819946289
85,42.59400177001953,42.45600128173828
86,41.22800064086914,43.29999923706055
87,41.94599914550781,42.79600143432617
88,42.0,42.88800048828125
89,42.619998931884766,43.1879997253418
90,43.560001373291016,43.35599899291992
91,43.992000579833984,44.95600128173828
92,44.81999969482422,44.93000030517578
93,45.099998474121094,44.50600051879883
94,44.624000549316406,44.305999755859375
95,44.50400161743164,44.08000183105469
96,43.928001403808594,45.25
97,45.0,45.051998138427734
98,45.29399871826172,45.672000885009766
99,45.20000076293945,44.099998474121094
100,44.39799880981445,44.45399856567383
101,44.45399856567383,46.00199890136719
102,45.53799819946289,45.902000427246094
103,45.86800003051758,45.698001861572266
104,45.59000015258789,46.12200164794922
105,46.13999938964844,46.95800018310547
106,47.099998474121094,46.00199890136719
107,45.874000549316406,45.439998626708984
108,45.4739990234375,45.15800094604492
109,45.13800048828125,46.12200164794922
110,46.0,46.00600051879883
111,45.599998474121094,45.231998443603516
112,45.36399841308594,45.816001892089844
113,45.64799880981445,45.130001068115234
114,45.23400115966797,44.981998443603516
115,45.082000732421875,45.12200164794922
116,45.20399856567383,45.11800003051758
117,45.097999572753906,44.72200012207031
118,44.86600112915039,44.64799880981445
119,44.763999938964844,44.70199966430664
120,44.70800018310547,45.0
121,44.83399963378906,44.58599853515625
122,44.86399841308594,44.96799850463867
123,45.40999984741211,44.52399826049805
124,44.62200164794922,44.19200134277344
125,44.428001403808594,43.99800109863281
126,44.029998779296875,43.040000915527344
127,43.22200012207031,42.268001556396484
128,42.08599853515625,42.402000427246094
129,41.801998138427734,40.15399932861328
130,40.465999603271484,39.555999755859375
131,39.80400085449219,40.566001892089844
132,41.099998474121094,40.34199905395508
133,39.90999984741211,39.47200012207031
134,39.81800079345703,38.89400100708008
135,39.0,39.65999984741211
136,39.4119987487793,39.209999084472656
137,39.150001525878906,39.28200149536133
138,39.29800033569336,40.08399963378906
139,40.08399963378906,41.08000183105469
140,41.400001525878906,41.268001556396484
141,41.369998931884766,40.928001403808594
142,41.27399826049805,41.04399871826172
143,41.279998779296875,41.2859992980957
144,41.198001861572266,41.4900016784668
145,41.29999923706055,41.79800033569336
146,41.93000030517578,41.1619987487793
147,41.50199890136719,41.25400161743164
148,41.119998931884766,40.13999938964844
149,40.44200134277344,40.805999755859375
150,42.459999084472656,42.7400016784668
151,42.619998931884766,42.28200149536133
152,42.448001861572266,41.69200134277344
153,40.492000579833984,40.20000076293945
154,40.20000076293945,39.321998596191406
155,40.27000045776367,40.189998626708984
156,40.369998931884766,40.02000045776367
