,Abertura,Alvo
0,44.6349983215332,43.75
1,43.20000076293945,44.0525016784668
2,43.8025016784668,44.20500183105469
3,44.477500915527344,44.16749954223633
4,43.73500061035156,43.75749969482422
5,43.869998931884766,44.23500061035156
6,44.4900016784668,44.994998931884766
7,45.0724983215332,45.43000030517578
8,45.647499084472656,44.99250030517578
9,45.08000183105469,44.61000061035156
10,44.625,44.662498474121094
11,44.662498474121094,44.505001068115234
12,44.33000183105469,43.82500076293945
13,43.810001373291016,43.810001373291016
14,43.7599983215332,42.817501068115234
15,42.5,42.212501525878906
16,42.09749984741211,41.23500061035156
17,42.01750183105469,43.192501068115234
18,43.41999816894531,42.084999084472656
19,41.8125,41.619998931884766
20,41.95249938964844,41.94499969482422
21,41.65999984741211,41.66999816894531
22,41.90999984741211,42.09749984741211
23,41.220001220703125,42.90250015258789
24,43.14500045776367,43.20000076293945
25,42.74250030517578,42.095001220703125
26,42.470001220703125,42.51250076293945
27,43.25,43.3125
28,43.057498931884766,43.11000061035156
29,43.352500915527344,43.53499984741211
30,43.69499969482422,43.682498931884766
31,43.75749969482422,43.95500183105469
32,44.122501373291016,44.560001373291016
33,44.45249938964844,44.459999084472656
34,43.439998626708984,43.20000076293945
35,42.650001525878906,41.43000030517578
36,41.70750045776367,41.310001373291016
37,41.41749954223633,40.73500061035156
38,40.654998779296875,40.912498474121094
39,41.029998779296875,41.05500030517578
40,41.0,40.58000183105469
41,40.532501220703125,41.314998626708984
42,41.602500915527344,42.275001525878906
43,43.807498931884766,44.14250183105469
44,43.970001220703125,44.22249984741211
45,44.5625,45.95750045776367
46,46.29499816894531,46.290000915527344
47,46.247501373291016,46.51250076293945
48,46.63750076293945,46.84000015258789
49,46.935001373291016,47.5099983215332
50,47.372501373291016,47.147499084472656
51,47.252498626708984,47.037498474121094
52,46.69499969482422,46.61000061035156
53,46.51750183105469,47.04499816894531
54,47.0,46.747501373291016
55,46.79750061035156,46.57749938964844
56,47.0,46.907501220703125
57,47.095001220703125,46.790000915527344
58,46.587501525878906,47.09000015258789
59,47.192501068115234,47.037498474121094
60,47.057498931884766,47.14500045776367
61,46.900001525878906,46.974998474121094
62,46.93000030517578,46.875
63,46.80500030517578,46.717498779296875
64,46.997501373291016,47.560001373291016
65,47.90999984741211,47.95750045776367
66,48.26750183105469,48.32749938964844
67,48.407501220703125,48.494998931884766
68,48.53499984741211,48.3650016784668
69,47.79249954223633,47.92499923706055
70,47.837501525878906,47.807498931884766
71,47.84749984741211,48.06999969482422
72,48.10499954223633,47.67499923706055
73,47.88750076293945,47.70000076293945
74,47.50749969482422,47.209999084472656
75,46.970001220703125,47.185001373291016
76,46.28499984741211,46.42250061035156
77,46.587501525878906,46.625
78,46.8125,46.3650016784668
79,46.529998779296875,46.22999954223633
80,45.849998474121094,45.54249954223633
81,45.747501373291016,46.10749816894531
82,46.307498931884766,46.040000915527344
83,46.025001525878906,46.375
84,46.5724983215332,46.27750015258789
85,45.95500183105469,46.79499816894531
86,46.9474983215332,45.97999954223633
87,46.314998626708984,46.349998474121094
88,46.35499954223633,46.99250030517578
89,47.375,47.64500045776367
90,47.6775016784668,47.587501525878906
91,47.125,46.970001220703125
92,47.38249969482422,47.75749969482422
93,47.77000045776367,47.83250045776367
94,47.880001068115234,47.727500915527344
95,47.4375,47.86249923706055
96,47.94499969482422,47.599998474121094
97,47.42250061035156,47.970001220703125
98,47.94499969482422,47.86000061035156
99,47.66999816894531,47.90250015258789
100,48.11249923706055,48.25
101,48.26499938964844,48.70500183105469
102,48.65250015258789,48.5525016784668
103,48.747501373291016,47.744998931884766
104,47.974998474121094,47.477500915527344
105,47.57500076293945,47.5724983215332
106,49.782501220703125,50.375
107,50.14500045776367,51.84749984741211
108,51.75749969482422,51.997501373291016
109,52.0,52.26750183105469
110,52.33000183105469,51.77750015258789
111,51.51250076293945,51.8125
112,52.38249969482422,52.220001220703125
113,51.84000015258789,51.88249969482422
114,52.32749938964844,52.217498779296875
115,52.540000915527344,52.4375
116,52.30500030517578,52.560001373291016
117,52.9375,53.33000183105469
118,53.36000061035156,54.39500045776367
119,54.525001525878906,53.8650016784668
120,54.20000076293945,53.7599983215332
121,53.525001525878906,53.76250076293945
122,53.662498474121094,53.872501373291016
123,54.150001525878906,54.040000915527344
124,54.287498474121094,54.48500061035156
125,54.752498626708984,54.92499923706055
126,55.037498474121094,55.744998931884766
127,55.8125,56.25749969482422
128,56.627498626708984,56.907501220703125
129,57.102500915527344,57.09000015258789
130,57.247501373291016,56.717498779296875
131,56.557498931884766,55.775001525878906
132,55.462501525878906,55.32500076293945
133,55.23749923706055,54.58250045776367
134,54.502498626708984,55.962501525878906
135,56.23500061035156,55.26750183105469
136,55.880001068115234,56.602500915527344
137,56.4375,55.959999084472656
138,55.537498474121094,54.470001220703125
139,54.4474983215332,54.560001373291016
140,54.625,54.592498779296875
141,55.060001373291016,55.00749969482422
142,55.19499969482422,54.415000915527344
143,54.20500183105469,55.1974983215332
144,54.9375,55.54750061035156
145,55.25,55.10499954223633
146,55.95500183105469,56.23749923706055
147,56.1974983215332,56.435001373291016
148,56.98749923706055,56.814998626708984
149,56.8125,57.31999969482422
150,57.51250076293945,58.01750183105469
151,57.69499969482422,56.997501373291016
152,56.9900016784668,56.0724983215332
153,55.5525016784668,55.942501068115234
154,55.90999984741211,56.717498779296875
155,56.3650016784668,54.09000015258789
156,53.630001068115234,53.61249923706055
157,55.10499954223633,55.52750015258789
158,55.290000915527344,54.34000015258789
159,54.73249816894531,55.537498474121094
