,Abertura,Alvo
0,107.83000183105469,109.81999969482422
1,109.68000030517578,109.94999694824219
2,110.25,109.58000183105469
3,110.05000305175781,108.38999938964844
4,108.06999969482422,105.7300033569336
5,104.77999877929688,105.93000030517578
6,106.69999694824219,107.51000213623047
7,107.91000366210938,107.31999969482422
8,108.4800033569336,109.41000366210938
9,109.27999877929688,109.88999938964844
10,109.11000061035156,110.66999816894531
11,110.48999786376953,112.18000030517578
12,112.1500015258789,111.0199966430664
13,111.55999755859375,111.44999694824219
14,111.66000366210938,111.8499984741211
15,111.36000061035156,112.25
16,112.01000213623047,112.54000091552734
17,112.12999725341797,113.05000305175781
18,113.31999969482422,113.69000244140625
19,113.83000183105469,116.13999938964844
20,116.7300033569336,114.69999694824219
21,114.69999694824219,114.0999984741211
22,113.75,116.05999755859375
23,114.06999969482422,112.55000305175781
24,112.11000061035156,112.22000122070312
25,112.47000122070312,113.70999908447266
26,113.79000091552734,113.63999938964844
27,114.25,110.62999725341797
28,110.69999694824219,108.98999786376953
29,109.33999633789062,110.61000061035156
30,112.2300033569336,110.51000213623047
31,110.62000274658203,110.83999633789062
32,110.79000091552734,109.63999938964844
33,109.73999786376953,110.44999694824219
34,111.0999984741211,112.29000091552734
35,112.43000030517578,112.41999816894531
36,112.55000305175781,113.44000244140625
37,111.20999908447266,110.55999755859375
38,109.87000274658203,110.0999984741211
39,110.48999786376953,108.76000213623047
40,107.94000244140625,108.88999938964844
41,119.58000183105469,116.7300033569336
42,116.81999969482422,117.58000183105469
43,117.83000183105469,118.56999969482422
44,117.5199966430664,117.43000030517578
45,116.61000061035156,118.05999755859375
46,118.04000091552734,117.80999755859375
47,117.16000366210938,119.48999786376953
48,119.54000091552734,119.23999786376953
49,119.62000274658203,120.5
50,120.41000366210938,119.5199966430664
51,119.9800033569336,120.27999877929688
52,120.37999725341797,119.80999755859375
53,119.37999725341797,118.66999816894531
54,118.81999969482422,117.3499984741211
55,116.80000305175781,117.6500015258789
56,117.05000305175781,116.80999755859375
57,116.95999908447266,117.3499984741211
58,117.41999816894531,115.97000122070312
59,116.23999786376953,117.69999694824219
60,118.12999725341797,117.88999938964844
61,118.23999786376953,119.47000122070312
62,119.55999755859375,119.37999725341797
63,119.45999908447266,118.80999755859375
64,118.5,118.77999877929688
65,118.69000244140625,118.93000030517578
66,118.9800033569336,118.47000122070312
67,118.62000274658203,118.79000091552734
68,119.23999786376953,117.76000213623047
69,117.76000213623047,118.38999938964844
70,118.12999725341797,118.55999755859375
71,117.54000091552734,116.62000274658203
72,115.0,113.94999694824219
73,114.06999969482422,114.94000244140625
74,115.30000305175781,114.5999984741211
75,113.87000274658203,114.38999938964844
76,114.41999816894531,113.0199966430664
77,113.7699966430664,113.37000274658203
