,Target,Close 1,Close 2,Close 3,Close 4,Close 5
6,129.06599426269528,121.5999984741211,140.69599914550778,144.9080047607422,149.89999389648438,149.1020050048828
7,126.84600067138672,129.06599426269528,121.5999984741211,140.69599914550778,144.9080047607422,149.89999389648438
73,198.17999267578125,187.05599975585938,194.5679931640625,205.00999450683597,188.13400268554688,189.98399353027344
239,804.8200073242188,849.4600219726562,863.4199829101562,852.22998046875,849.989990234375,854.6900024414062
212,705.6699829101562,694.780029296875,665.989990234375,663.6900024414062,661.77001953125,645.97998046875
57,165.52000427246094,163.11199951171875,161.6020050048828,162.7259979248047,159.83399963378906,160.66600036621094
108,297.3999938964844,297.0,286.1520080566406,297.49798583984375,299.8219909667969,295.2980041503906
149,448.1600036621094,429.010009765625,419.0700073242188,421.20001220703125,407.3399963378906,387.7900085449219
37,141.12600708007812,146.4219970703125,137.343994140625,149.27200317382812,150.7779998779297,149.04200744628906
248,742.02001953125,698.8400268554688,714.5,781.2999877929688,787.3800048828125,798.1500244140625
12,72.24400329589844,86.04000091552734,89.01399993896484,109.3239974975586,112.11000061035156,126.84600067138672
250,675.5,682.219970703125,742.02001953125,698.8400268554688,714.5,781.2999877929688
44,152.23800659179688,140.26400756835938,156.37600708007812,160.1020050048828,153.82400512695312,159.75
92,299.4119873046875,308.92999267578125,278.85598754882807,273.17599487304693,277.97198486328125,274.31600952148443
176,421.260009765625,429.95001220703125,438.0899963378906,420.9800109863281,423.8999938964844,400.510009765625
154,425.9200134277344,425.2999877929688,413.9800109863281,425.67999267578125,415.0899963378906,448.1600036621094
135,372.7200012207031,371.3399963378906,366.2799987792969,330.2099914550781,418.3200073242188,407.0
215,755.97998046875,735.1099853515625,729.77001953125,705.6699829101562,694.780029296875,665.989990234375
111,290.5419921875,297.9159851074219,297.0039978027344,297.3999938964844,297.0,286.1520080566406
249,682.219970703125,742.02001953125,698.8400268554688,714.5,781.2999877929688,787.3800048828125
83,201.8699951171875,191.947998046875,197.1959991455078,192.1699981689453,200.3560028076172,198.86399841308597
30,141.97799682617188,130.19000244140622,114.5999984741211,109.76799774169922,109.08999633789062,103.2480010986328
213,729.77001953125,705.6699829101562,694.780029296875,665.989990234375,663.6900024414062,661.77001953125
181,408.0899963378906,408.5,411.760009765625,417.1300048828125,410.3599853515625,421.260009765625
77,200.17999267578125,200.79200744628903,198.3580017089844,196.42599487304688,198.17999267578125,187.05599975585938
164,425.7900085449219,422.6400146484375,421.9400024414063,430.8299865722656,439.6700134277344,448.8800048828125
