,Abertura,Alvo
0,142.2519989013672,148.7239990234375
1,161.0,149.1020050048828
2,152.79200744628906,149.89999389648438
3,144.75399780273438,144.9080047607422
4,138.0,140.6959991455078
5,121.0780029296875,121.5999984741211
6,131.88600158691406,129.0659942626953
7,128.0399932861328,126.84600067138672
8,116.1780014038086,112.11000061035156
9,119.0,109.3239974975586
10,93.9000015258789,89.01399993896484
11,88.00199890136719,86.04000091552734
12,77.80000305175781,72.24400329589844
13,74.94000244140625,85.52799987792969
14,87.63999938964844,85.50599670410156
15,86.72000122070312,86.85800170898438
16,95.45999908447266,101.0
17,109.05000305175781,107.8499984741211
18,109.47799682617188,105.63200378417969
19,101.0,102.87200164794922
20,102.052001953125,100.4260025024414
21,100.25,104.80000305175781
22,100.80000305175781,96.31199645996094
23,96.20600128173828,90.89399719238281
24,101.9000015258789,96.00199890136719
25,102.23999786376953,103.24800109863281
26,109.0,109.08999633789062
27,110.83999633789062,109.76799774169922
28,112.41799926757812,114.5999984741211
29,118.03199768066406,130.19000244140625
30,139.79400634765625,141.97799682617188
31,148.39999389648438,145.96600341796875
32,143.38800048828125,149.04200744628906
33,154.45599365234375,150.7779998779297
34,146.5399932861328,149.27200317382812
35,146.0240020751953,137.343994140625
36,140.79600524902344,146.4219970703125
37,145.52000427246094,141.12600708007812
38,142.16200256347656,145.02999877929688
39,147.52200317382812,159.75
40,159.1280059814453,153.82400512695312
41,158.03399658203125,160.1020050048828
42,171.03799438476562,156.37600708007812
43,151.0,140.26400756835938
44,140.1999969482422,152.23800659179688
45,157.95799255371094,153.64199829101562
46,155.3000030517578,156.51600646972656
47,155.44200134277344,156.00799560546875
48,158.75399780273438,163.88400268554688
49,158.1020050048828,162.25799560546875
50,165.39999389648438,161.8820037841797
51,164.16600036621094,158.19200134277344
52,156.0,160.66600036621094
53,158.07000732421875,159.83399963378906
54,165.55599975585938,162.7259979248047
55,163.03399658203125,161.6020050048828
56,164.10000610351562,163.11199951171875
57,163.1999969482422,165.52000427246094
58,164.4340057373047,163.37600708007812
59,166.89999389648438,163.7740020751953
60,164.1719970703125,164.04600524902344
61,162.70199584960938,161.16200256347656
62,161.75,167.0
63,171.60000610351562,179.6199951171875
64,178.94000244140625,176.31199645996094
65,177.62399291992188,176.5919952392578
66,177.9759979248047,172.87600708007812
67,175.5679931640625,177.1320037841797
68,183.8000030517578,189.98399353027344
69,188.0019989013672,188.13400268554688
70,198.37600708007812,205.00999450683594
71,198.0399932861328,194.5679931640625
72,196.0,187.05599975585938
73,183.55799865722656,198.17999267578125
74,202.3699951171875,196.42599487304688
75,197.54200744628906,198.35800170898438
76,200.60000610351562,200.79200744628906
77,202.55599975585938,200.17999267578125
78,199.99000549316406,198.86399841308594
79,199.7760009765625,200.3560028076172
80,198.82200622558594,192.1699981689453
81,190.85400390625,197.1959991455078
82,198.95599365234375,191.947998046875
83,193.802001953125,201.8699951171875
84,201.3000030517578,215.96200561523438
85,216.60000610351562,223.92599487304688
86,244.29600524902344,241.73199462890625
87,255.33799743652344,274.3160095214844
88,281.00201416015625,277.97198486328125
89,281.0,273.1759948730469
90,279.39801025390625,278.8559875488281
91,279.20001220703125,308.92999267578125
92,331.79998779296875,299.4119873046875
93,311.20001220703125,303.3599853515625
94,308.6000061035156,309.2019958496094
95,295.4320068359375,300.12799072265625
96,302.69000244140625,300.1679992675781
97,303.802001953125,328.6000061035156
98,327.9859924316406,313.6719970703125
99,319.79998779296875,318.46600341796875
100,335.7900085449219,302.614013671875
101,283.2019958496094,283.3999938964844
102,287.0,307.9200134277344
103,300.79998779296875,295.2980041503906
104,300.20001220703125,299.8219909667969
105,297.6000061035156,297.49798583984375
106,303.0,286.1520080566406
107,289.8399963378906,297.0
108,299.00201416015625,297.3999938964844
109,298.5979919433594,297.0039978027344
110,298.1659851074219,297.9159851074219
111,299.9079895019531,290.5419921875
112,289.6000061035156,283.7139892578125
113,279.20001220703125,274.87799072265625
114,294.0,310.9519958496094
115,322.20001220703125,324.20001220703125
116,332.99798583984375,330.1419982910156
117,335.3999938964844,367.12799072265625
118,379.7980041503906,377.4179992675781
119,373.0,375.70599365234375
120,372.135986328125,400.3659973144531
121,408.9519958496094,409.9960021972656
122,425.2560119628906,402.8399963378906
123,394.9779968261719,404.6679992675781
124,412.0,430.6340026855469
125,436.0920104980469,447.75
126,459.02398681640625,442.67999267578125
127,444.6099853515625,498.32000732421875
128,502.1400146484375,475.04998779296875
129,478.989990234375,447.3699951171875
130,407.2300109863281,407.0
131,402.80999755859375,418.32000732421875
132,356.0,330.2099914550781
133,356.6000061035156,366.2799987792969
134,386.2099914550781,371.3399963378906
135,381.94000244140625,372.7200012207031
136,380.95001220703125,419.6199951171875
137,436.55999755859375,449.760009765625
138,439.8699951171875,441.760009765625
139,415.6000061035156,423.42999267578125
140,447.94000244140625,442.1499938964844
141,453.1300048828125,449.3900146484375
142,429.6000061035156,424.2300109863281
143,405.1600036621094,380.3599853515625
144,363.79998779296875,387.7900085449219
145,393.4700012207031,407.3399963378906
146,424.6199951171875,421.20001220703125
147,416.0,419.07000732421875
148,421.32000732421875,429.010009765625
149,440.760009765625,448.1600036621094
150,421.3900146484375,415.0899963378906
151,423.3500061035156,425.67999267578125
152,423.7900085449219,413.9800109863281
153,419.8699951171875,425.29998779296875
154,438.44000244140625,425.9200134277344
155,430.1300048828125,434.0
156,442.0,442.29998779296875
157,443.3500061035156,446.6499938964844
158,449.7799987792969,461.29998779296875
159,450.30999755859375,448.8800048828125
160,454.44000244140625,439.6700134277344
161,446.239990234375,430.8299865722656
162,431.75,421.94000244140625
163,422.70001220703125,422.6400146484375
164,441.9200134277344,425.7900085449219
165,421.8399963378906,420.6300048828125
166,411.6300048828125,420.2799987792969
167,423.760009765625,424.67999267578125
168,416.4800109863281,406.0199890136719
169,409.9599914550781,410.8299865722656
170,406.8999938964844,388.0400085449219
171,394.0,400.510009765625
172,409.7300109863281,423.8999938964844
173,430.6199951171875,420.9800109863281
174,428.29998779296875,438.0899963378906
175,436.1000061035156,429.95001220703125
176,439.5,421.260009765625
177,420.0899963378906,410.3599853515625
178,416.45001220703125,417.1300048828125
179,415.04998779296875,411.760009765625
180,410.8500061035156,408.5
181,408.92999267578125,408.0899963378906
182,460.1700134277344,441.6099853515625
183,448.3500061035156,486.6400146484375
184,492.0,499.2699890136719
185,497.989990234375,489.6099853515625
186,503.5,521.8499755859375
187,540.4000244140625,555.3800048828125
188,550.0599975585938,574.0
189,581.1599731445312,585.760009765625
190,602.2100219726562,567.5999755859375
191,597.5900268554688,584.760009765625
192,556.4400024414062,568.8200073242188
193,590.02001953125,593.3800048828125
194,591.010009765625,599.0399780273438
195,604.9199829101562,641.760009765625
196,625.510009765625,649.8800048828125
197,653.6900024414062,604.47998046875
198,574.3699951171875,627.0700073242188
199,615.010009765625,609.989990234375
200,619.0,639.8300170898438
201,643.280029296875,633.25
202,628.22998046875,622.77001953125
203,628.1900024414062,655.9000244140625
204,668.9000244140625,695.0
205,666.239990234375,649.8599853515625
206,648.0,640.3400268554688
207,632.2000122070312,645.97998046875
208,642.989990234375,661.77001953125
209,674.510009765625,663.6900024414062
